,value
166840,4.695
166841,4.695
166842,4.685
166843,4.68
166844,4.69
166845,4.7
166846,4.72
166847,4.73
166848,4.71
166849,4.705
166850,4.71
166851,4.725
166852,4.715
166853,4.705
166854,4.715
166855,4.74
166856,4.735
166857,4.73
166858,4.72
166859,4.7
166860,4.69
166861,4.695
166862,4.69
166863,4.685
166864,4.68
166865,4.695
166866,4.685
166867,4.685
166868,4.7
166869,4.715
166870,4.705
166871,4.705
166872,4.685
166873,4.705
166874,4.71
166875,4.71
166876,4.72
166877,4.715
166878,4.71
166879,4.705
166880,4.705
166881,4.71
166882,4.72
166883,4.72
166884,4.69
166885,4.68
166886,4.69
166887,4.69
166888,4.69
166889,4.69
166890,4.67
166891,4.69
166892,4.715
166893,4.74
166894,4.735
166895,4.725
166896,4.7
166897,4.66
166898,4.635
166899,4.62
166900,4.66
166901,4.71
166902,4.735
166903,4.735
166904,4.72
166905,4.695
166906,4.685
166907,4.66
166908,4.64
166909,4.645
166910,4.695
166911,4.72
166912,4.735
166913,4.705
166914,4.685
166915,4.705
166916,4.74
166917,4.74
166918,4.715
166919,4.655
166920,4.645
166921,4.675
166922,4.7
166923,4.725
166924,4.69
166925,4.695
166926,4.69
166927,4.705
166928,4.685
166929,4.685
166930,4.69
166931,4.71
166932,4.74
166933,4.77
166934,4.78
166935,4.765
166936,4.75
166937,4.765
166938,4.785
166939,4.805
166940,4.825
166941,4.83
166942,4.815
166943,4.825
166944,4.835
166945,4.87
166946,4.895
166947,4.905
166948,4.895
166949,4.88
166950,4.88
166951,4.905
166952,4.93
166953,4.915
166954,4.905
166955,4.905
166956,4.915
166957,4.92
166958,4.86
166959,4.795
166960,4.74
166961,4.715
166962,4.675
166963,4.66
166964,4.66
166965,4.65
166966,4.63
166967,4.59
166968,4.58
166969,4.635
166970,4.675
166971,4.67
166972,4.66
166973,4.655
166974,4.65
166975,4.655
166976,4.63
166977,4.655
166978,4.655
166979,4.665
166980,4.66
166981,4.665
166982,4.67
166983,4.655
166984,4.65
166985,4.635
166986,4.62
166987,4.59
166988,4.575
166989,4.56
166990,4.575
166991,4.61
166992,4.65
166993,4.68
166994,4.69
166995,4.685
166996,4.69
166997,4.69
166998,4.68
166999,4.69
167000,4.69
167001,4.685
167002,4.675
167003,4.66
167004,4.635
167005,4.63
167006,4.635
167007,4.67
167008,4.715
167009,4.75
167010,4.77
167011,4.835
167012,4.865
167013,4.815
167014,4.705
167015,4.615
167016,4.595
167017,4.605
167018,4.6
167019,4.595
167020,4.56
167021,4.45
167022,4.345
167023,4.325
167024,4.405
167025,4.445
167026,4.42
167027,4.335
167028,4.26
167029,4.2
167030,4.165
167031,4.135
167032,4.075
167033,4.035
167034,4.075
167035,4.17
167036,4.21
167037,4.21
167038,4.22
167039,4.265
167040,4.33
167041,4.41
167042,4.435
167043,4.45
167044,4.455
167045,4.505
167046,4.57
167047,4.6
167048,4.625
167049,4.61
167050,4.615
167051,4.625
167052,4.635
167053,4.675
167054,4.695
167055,4.71
167056,4.7
167057,4.69
167058,4.685
167059,4.685
167060,4.7
167061,4.705
167062,4.705
167063,4.705
167064,4.69
167065,4.685
167066,4.68
167067,4.665
167068,4.65
167069,4.635
167070,4.635
167071,4.65
167072,4.665
167073,4.705
167074,4.71
167075,4.715
167076,4.695
167077,4.69
167078,4.69
167079,4.675
167080,4.69
167081,4.695
167082,4.71
167083,4.72
167084,4.715
167085,4.71
167086,4.705
167087,4.695
167088,4.71
167089,4.7
167090,4.715
167091,4.74
167092,4.75
167093,4.74
167094,4.72
167095,4.715
167096,4.72
167097,4.72
167098,4.72
167099,4.705
167100,4.72
167101,4.745
167102,4.765
167103,4.745
167104,4.75
167105,4.75
167106,4.76
167107,4.785
167108,4.795
167109,4.795
167110,4.785
167111,4.785
167112,4.795
167113,4.825
167114,4.865
167115,4.86
167116,4.825
167117,4.79
167118,4.785
167119,4.81
167120,4.845
167121,4.875
167122,4.875
167123,4.885
167124,4.875
167125,4.875
167126,4.85
167127,4.855
167128,4.865
167129,4.87
167130,4.845
167131,4.84
167132,4.82
167133,4.835
167134,4.835
167135,4.82
167136,4.79
167137,4.805
167138,4.815
167139,4.83
167140,4.835
167141,4.82
167142,4.8
167143,4.79
167144,4.77
167145,4.78
167146,4.79
167147,4.785
167148,4.77
167149,4.76
167150,4.745
167151,4.73
167152,4.725
167153,4.72
167154,4.715
167155,4.705
167156,4.68
167157,4.675
167158,4.695
167159,4.705
167160,4.685
167161,4.68
167162,4.7
167163,4.7
167164,4.71
167165,4.705
167166,4.69
167167,4.7
167168,4.7
167169,4.675
167170,4.67
167171,4.67
167172,4.665
167173,4.68
167174,4.68
167175,4.685
167176,4.685
167177,4.685
167178,4.685
167179,4.69
167180,4.685
167181,4.68
167182,4.675
167183,4.68
167184,4.655
167185,4.67
167186,4.675
167187,4.675
167188,4.655
167189,4.645
167190,4.65
167191,4.675
167192,4.695
167193,4.685
167194,4.655
167195,4.615
167196,4.615
167197,4.62
167198,4.65
167199,4.655
167200,4.64
167201,4.62
167202,4.605
167203,4.59
167204,4.595
167205,4.61
167206,4.625
167207,4.6
167208,4.58
167209,4.57
167210,4.555
167211,4.555
167212,4.56
167213,4.56
167214,4.555
167215,4.55
167216,4.54
167217,4.53
167218,4.54
167219,4.535
167220,4.515
167221,4.5
167222,4.505
167223,4.52
167224,4.545
167225,4.555
167226,4.52
167227,4.5
167228,4.475
167229,4.48
167230,4.48
167231,4.5
167232,4.505
167233,4.515
167234,4.515
167235,4.51
167236,4.505
167237,4.495
167238,4.48
167239,4.48
167240,4.495
167241,4.52
167242,4.515
167243,4.495
167244,4.475
167245,4.505
167246,4.535
167247,4.545
167248,4.515
167249,4.485
167250,4.475
167251,4.5
167252,4.515
167253,4.51
167254,4.51
167255,4.495
167256,4.495
167257,4.49
167258,4.49
167259,4.505
167260,4.5
167261,4.505
167262,4.51
167263,4.525
167264,4.5
167265,4.5
167266,4.48
167267,4.485
167268,4.485
167269,4.51
167270,4.5
167271,4.5
167272,4.505
167273,4.52
167274,4.525
167275,4.545
167276,4.54
167277,4.515
167278,4.495
167279,4.485
167280,4.485
167281,4.495
167282,4.49
167283,4.5
167284,4.52
167285,4.505
167286,4.5
167287,4.5
167288,4.49
167289,4.485
167290,4.49
167291,4.485
167292,4.48
167293,4.48
167294,4.475
167295,4.46
167296,4.47
167297,4.46
167298,4.49
167299,4.515
167300,4.515
167301,4.505
167302,4.485
167303,4.475
167304,4.455
167305,4.45
167306,4.46
167307,4.475
167308,4.47
167309,4.48
167310,4.48
167311,4.485
167312,4.48
167313,4.46
167314,4.45
167315,4.455
167316,4.455
167317,4.475
167318,4.485
167319,4.505
167320,4.5
167321,4.485
167322,4.47
167323,4.51
167324,4.545
167325,4.55
167326,4.545
167327,4.54
167328,4.54
167329,4.58
167330,4.61
167331,4.61
167332,4.605
167333,4.59
167334,4.59
167335,4.62
167336,4.67
167337,4.72
167338,4.695
167339,4.665
167340,4.66
167341,4.675
167342,4.705
167343,4.71
167344,4.695
167345,4.695
167346,4.69
167347,4.675
167348,4.65
167349,4.625
167350,4.585
167351,4.525
167352,4.45
167353,4.41
167354,4.395
167355,4.41
167356,4.415
167357,4.42
167358,4.405
167359,4.405
167360,4.395
167361,4.415
167362,4.43
167363,4.425
167364,4.415
167365,4.415
167366,4.4
167367,4.4
167368,4.395
167369,4.385
167370,4.38
167371,4.395
167372,4.405
167373,4.41
167374,4.395
167375,4.375
167376,4.37
167377,4.385
167378,4.41
167379,4.415
167380,4.405
167381,4.385
167382,4.37
167383,4.4
167384,4.415
167385,4.425
167386,4.43
167387,4.41
167388,4.41
167389,4.42
167390,4.41
167391,4.405
167392,4.395
167393,4.405
167394,4.385
167395,4.36
167396,4.34
167397,4.35
167398,4.345
167399,4.355
167400,4.345
167401,4.345
167402,4.3
167403,4.18
167404,4.09
167405,4.06
167406,4.045
167407,4.035
167408,4.015
167409,4.0
167410,3.96
167411,3.9
167412,3.885
167413,3.885
167414,3.88
167415,3.855
167416,3.83
167417,3.77
167418,3.735
167419,3.745
167420,3.775
167421,3.79
167422,3.775
167423,3.755
167424,3.775
167425,3.86
167426,3.97
167427,4.05
167428,4.12
167429,4.14
167430,4.185
167431,4.25
167432,4.33
167433,4.41
167434,4.465
167435,4.505
167436,4.485
167437,4.45
167438,4.43
167439,4.45
167440,4.48
167441,4.495
167442,4.485
167443,4.485
167444,4.5
167445,4.525
167446,4.53
167447,4.52
167448,4.495
167449,4.51
167450,4.535
167451,4.54
167452,4.525
167453,4.51
167454,4.51
167455,4.53
167456,4.535
167457,4.525
167458,4.525
167459,4.52
167460,4.515
167461,4.545
167462,4.555
167463,4.545
167464,4.535
167465,4.525
167466,4.505
167467,4.5
167468,4.52
167469,4.54
167470,4.535
167471,4.545
167472,4.53
167473,4.54
167474,4.555
167475,4.585
167476,4.595
167477,4.56
167478,4.525
167479,4.54
167480,4.58
167481,4.62
167482,4.64
167483,4.62
167484,4.61
167485,4.625
167486,4.64
167487,4.645
167488,4.63
167489,4.615
167490,4.59
167491,4.59
167492,4.635
167493,4.655
167494,4.66
167495,4.675
167496,4.7
167497,4.68
167498,4.645
167499,4.61
167500,4.62
167501,4.635
167502,4.665
167503,4.685
167504,4.71
167505,4.7
167506,4.66
167507,4.615
167508,4.605
167509,4.63
167510,4.65
167511,4.65
167512,4.655
167513,4.655
167514,4.645
167515,4.625
167516,4.595
167517,4.59
167518,4.595
167519,4.6
167520,4.6
167521,4.6
167522,4.61
167523,4.61
167524,4.595
167525,4.565
167526,4.535
167527,4.53
167528,4.52
167529,4.485
167530,4.485
167531,4.515
167532,4.54
167533,4.57
167534,4.55
167535,4.54
167536,4.515
167537,4.505
167538,4.485
167539,4.49
167540,4.52
167541,4.525
167542,4.5
167543,4.49
167544,4.495
167545,4.525
167546,4.5
167547,4.48
167548,4.46
167549,4.47
167550,4.5
167551,4.52
167552,4.53
167553,4.52
167554,4.485
167555,4.47
167556,4.46
167557,4.48
167558,4.49
167559,4.48
167560,4.455
167561,4.45
167562,4.465
167563,4.475
167564,4.47
167565,4.475
167566,4.49
167567,4.5
167568,4.48
167569,4.49
167570,4.505
167571,4.49
167572,4.48
167573,4.48
167574,4.475
167575,4.45
167576,4.45
167577,4.445
167578,4.45
167579,4.44
167580,4.42
167581,4.42
167582,4.415
167583,4.41
167584,4.4
167585,4.425
167586,4.44
167587,4.46
167588,4.45
167589,4.43
167590,4.41
167591,4.41
167592,4.425
167593,4.445
167594,4.465
167595,4.455
167596,4.445
167597,4.405
167598,4.365
167599,4.37
167600,4.41
167601,4.46
167602,4.48
167603,4.48
167604,4.455
167605,4.41
167606,4.375
167607,4.37
167608,4.39
167609,4.41
167610,4.42
167611,4.435
167612,4.47
167613,4.485
167614,4.51
167615,4.51
167616,4.475
167617,4.47
167618,4.465
167619,4.465
167620,4.46
167621,4.45
167622,4.445
167623,4.46
167624,4.465
167625,4.435
167626,4.41
167627,4.435
167628,4.455
167629,4.48
167630,4.515
167631,4.535
167632,4.525
167633,4.515
167634,4.51
167635,4.52
167636,4.535
167637,4.525
167638,4.495
167639,4.465
167640,4.465
167641,4.5
167642,4.5
167643,4.48
167644,4.47
167645,4.48
167646,4.505
167647,4.515
167648,4.515
167649,4.485
167650,4.475
167651,4.49
167652,4.495
167653,4.495
167654,4.515
167655,4.53
167656,4.525
167657,4.505
167658,4.495
167659,4.495
167660,4.525
167661,4.525
167662,4.53
167663,4.51
167664,4.51
167665,4.525
167666,4.55
167667,4.535
167668,4.51
167669,4.485
167670,4.475
167671,4.495
167672,4.525
167673,4.54
167674,4.535
167675,4.51
167676,4.48
167677,4.51
167678,4.555
167679,4.605
167680,4.615
167681,4.6
167682,4.575
167683,4.55
167684,4.545
167685,4.54
167686,4.54
167687,4.525
167688,4.53
167689,4.56
167690,4.595
167691,4.63
167692,4.635
167693,4.65
167694,4.655
167695,4.655
167696,4.65
167697,4.675
167698,4.71
167699,4.725
167700,4.71
167701,4.71
167702,4.75
167703,4.79
167704,4.805
167705,4.805
167706,4.77
167707,4.765
167708,4.8
167709,4.815
167710,4.775
167711,4.715
167712,4.675
167713,4.66
167714,4.65
167715,4.6
167716,4.555
167717,4.515
167718,4.49
167719,4.5
167720,4.525
167721,4.56
167722,4.57
167723,4.535
167724,4.505
167725,4.495
167726,4.49
167727,4.515
167728,4.535
167729,4.56
167730,4.555
167731,4.565
167732,4.565
167733,4.565
167734,4.55
167735,4.53
167736,4.53
167737,4.555
167738,4.535
167739,4.48
167740,4.42
167741,4.435
167742,4.505
167743,4.575
167744,4.575
167745,4.54
167746,4.555
167747,4.555
167748,4.545
167749,4.535
167750,4.555
167751,4.61
167752,4.645
167753,4.605
167754,4.54
167755,4.51
167756,4.515
167757,4.525
167758,4.6
167759,4.685
167760,4.775
167761,4.86
167762,4.89
167763,4.885
167764,4.795
167765,4.68
167766,4.655
167767,4.68
167768,4.69
167769,4.695
167770,4.685
167771,4.665
167772,4.66
167773,4.675
167774,4.675
167775,4.62
167776,4.55
167777,4.46
167778,4.35
167779,4.285
167780,4.225
167781,4.155
167782,4.095
167783,4.095
167784,4.12
167785,4.135
167786,4.135
167787,4.185
167788,4.255
167789,4.32
167790,4.34
167791,4.38
167792,4.415
167793,4.43
167794,4.44
167795,4.465
167796,4.51
167797,4.565
167798,4.565
167799,4.55
167800,4.53
167801,4.535
167802,4.515
167803,4.515
167804,4.505
167805,4.51
167806,4.57
167807,4.61
167808,4.61
167809,4.58
167810,4.575
167811,4.59
167812,4.615
167813,4.605
167814,4.575
167815,4.55
167816,4.54
167817,4.555
167818,4.555
167819,4.54
167820,4.525
167821,4.515
167822,4.545
167823,4.56
167824,4.515
167825,4.525
167826,4.535
167827,4.51
167828,4.49
167829,4.51
167830,4.58
167831,4.64
167832,4.625
167833,4.605
167834,4.59
167835,4.58
167836,4.56
167837,4.555
167838,4.555
167839,4.575
167840,4.575
167841,4.575
167842,4.545
167843,4.54
167844,4.55
167845,4.57
167846,4.585
167847,4.615
167848,4.63
167849,4.615
167850,4.61
167851,4.595
167852,4.6
167853,4.635
167854,4.63
167855,4.635
167856,4.63
167857,4.625
167858,4.64
167859,4.64
167860,4.635
167861,4.62
167862,4.63
167863,4.65
167864,4.67
167865,4.68
167866,4.675
167867,4.665
167868,4.66
167869,4.685
167870,4.71
167871,4.72
167872,4.715
167873,4.715
167874,4.735
167875,4.73
167876,4.735
167877,4.745
167878,4.755
167879,4.76
167880,4.755
167881,4.775
167882,4.775
167883,4.755
167884,4.745
167885,4.74
167886,4.76
167887,4.77
167888,4.79
167889,4.77
167890,4.75
167891,4.73
167892,4.745
167893,4.785
167894,4.79
167895,4.805
167896,4.785
167897,4.74
167898,4.73
167899,4.755
167900,4.78
167901,4.79
167902,4.795
167903,4.77
167904,4.765
167905,4.77
167906,4.77
167907,4.77
167908,4.755
167909,4.755
167910,4.73
167911,4.71
167912,4.745
167913,4.79
167914,4.815
167915,4.8
167916,4.775
167917,4.745
167918,4.76
167919,4.765
167920,4.765
167921,4.725
167922,4.715
167923,4.72
167924,4.72
167925,4.75
167926,4.78
167927,4.77
167928,4.74
167929,4.725
167930,4.735
167931,4.74
167932,4.74
167933,4.74
167934,4.725
167935,4.7
167936,4.705
167937,4.71
167938,4.705
167939,4.69
167940,4.69
167941,4.7
167942,4.7
167943,4.675
167944,4.68
167945,4.695
167946,4.685
167947,4.69
167948,4.69
167949,4.69
167950,4.685
167951,4.665
167952,4.635
167953,4.66
167954,4.695
167955,4.7
167956,4.68
167957,4.655
167958,4.64
167959,4.65
167960,4.685
167961,4.69
167962,4.67
167963,4.665
167964,4.67
167965,4.67
167966,4.685
167967,4.705
167968,4.71
167969,4.7
167970,4.675
167971,4.675
167972,4.685
167973,4.705
167974,4.705
167975,4.705
167976,4.695
167977,4.71
167978,4.71
167979,4.72
167980,4.71
167981,4.69
167982,4.7
167983,4.71
167984,4.7
167985,4.705
167986,4.71
167987,4.735
167988,4.76
167989,4.78
167990,4.78
167991,4.755
167992,4.735
167993,4.725
167994,4.725
167995,4.745
167996,4.745
167997,4.755
167998,4.75
167999,4.75
168000,4.76
168001,4.79
168002,4.795
168003,4.79
168004,4.78
168005,4.765
168006,4.76
168007,4.795
168008,4.835
168009,4.83
168010,4.79
168011,4.77
168012,4.775
168013,4.805
168014,4.805
168015,4.805
168016,4.8
168017,4.82
168018,4.8
168019,4.8
168020,4.815
168021,4.825
168022,4.825
168023,4.795
168024,4.775
168025,4.79
168026,4.825
168027,4.85
168028,4.835
168029,4.82
168030,4.8
168031,4.81
168032,4.82
168033,4.815
168034,4.785
168035,4.78
168036,4.79
168037,4.82
168038,4.835
168039,4.82
168040,4.805
168041,4.81
168042,4.805
168043,4.82
168044,4.835
168045,4.845
168046,4.84
168047,4.84
168048,4.825
168049,4.835
168050,4.855
168051,4.85
168052,4.85
168053,4.84
168054,4.835
168055,4.84
168056,4.845
168057,4.865
168058,4.855
168059,4.865
168060,4.86
168061,4.87
168062,4.895
168063,4.88
168064,4.87
168065,4.875
168066,4.875
168067,4.89
168068,4.94
168069,4.965
168070,4.98
168071,4.955
168072,4.95
168073,4.975
168074,5.03
168075,5.04
168076,5.04
168077,5.03
168078,5.03
168079,5.04
168080,5.06
168081,5.07
168082,5.09
168083,5.09
168084,5.065
168085,5.01
168086,4.965
168087,4.96
168088,4.945
168089,4.9
168090,4.86
168091,4.82
168092,4.84
168093,4.86
168094,4.855
168095,4.835
168096,4.82
168097,4.81
168098,4.8
168099,4.8
168100,4.81
168101,4.82
168102,4.82
168103,4.83
168104,4.845
168105,4.86
168106,4.83
168107,4.815
168108,4.82
168109,4.84
168110,4.855
168111,4.845
168112,4.845
168113,4.835
168114,4.865
168115,4.885
168116,4.875
168117,4.85
168118,4.83
168119,4.835
168120,4.85
168121,4.87
168122,4.875
168123,4.86
168124,4.835
168125,4.825
168126,4.83
168127,4.835
168128,4.805
168129,4.825
168130,4.865
168131,4.94
168132,5.035
168133,5.14
168134,5.28
168135,5.405
168136,5.495
168137,5.475
168138,5.44
168139,5.455
168140,5.485
168141,5.51
168142,5.56
168143,5.605
168144,5.625
168145,5.66
168146,5.695
168147,5.695
168148,5.68
168149,5.625
168150,5.49
168151,5.315
168152,5.15
168153,5.04
168154,4.915
168155,4.795
168156,4.65
168157,4.515
168158,4.435
168159,4.44
168160,4.52
168161,4.57
168162,4.605
168163,4.61
168164,4.635
168165,4.68
168166,4.715
168167,4.74
168168,4.76
168169,4.75
168170,4.76
168171,4.735
168172,4.74
168173,4.755
168174,4.76
168175,4.75
168176,4.74
168177,4.725
168178,4.725
168179,4.735
168180,4.725
168181,4.71
168182,4.72
168183,4.745
168184,4.775
168185,4.765
168186,4.74
168187,4.735
168188,4.73
168189,4.75
168190,4.73
168191,4.71
168192,4.695
168193,4.715
168194,4.725
168195,4.715
168196,4.72
168197,4.71
168198,4.725
168199,4.735
168200,4.735
168201,4.715
168202,4.72
168203,4.735
168204,4.76
168205,4.755
168206,4.72
168207,4.695
168208,4.715
168209,4.735
168210,4.725
168211,4.715
168212,4.72
168213,4.72
168214,4.72
168215,4.725
168216,4.74
168217,4.755
168218,4.76
168219,4.78
168220,4.78
168221,4.78
168222,4.75
168223,4.74
168224,4.75
168225,4.795
168226,4.83
168227,4.83
168228,4.815
168229,4.825
168230,4.825
168231,4.805
168232,4.785
168233,4.78
168234,4.805
168235,4.855
168236,4.86
168237,4.865
168238,4.865
168239,4.88
168240,4.87
168241,4.87
168242,4.875
168243,4.875
168244,4.905
168245,4.925
168246,4.935
168247,4.94
168248,4.935
168249,4.91
168250,4.92
168251,4.92
168252,4.915
168253,4.915
168254,4.9
168255,4.915
168256,4.945
168257,4.97
168258,4.95
168259,4.94
168260,4.96
168261,4.945
168262,4.94
168263,4.91
168264,4.915
168265,4.93
168266,4.96
168267,4.955
168268,4.93
168269,4.925
168270,4.915
168271,4.945
168272,4.955
168273,4.92
168274,4.9
168275,4.895
168276,4.905
168277,4.93
168278,4.95
168279,4.945
168280,4.92
168281,4.905
168282,4.88
168283,4.88
168284,4.905
168285,4.92
168286,4.925
168287,4.92
168288,4.905
168289,4.9
168290,4.905
168291,4.885
168292,4.885
168293,4.885
168294,4.88
168295,4.875
168296,4.855
168297,4.855
168298,4.865
168299,4.875
168300,4.86
168301,4.86
168302,4.87
168303,4.865
168304,4.84
168305,4.835
168306,4.835
168307,4.84
168308,4.845
168309,4.835
168310,4.815
168311,4.795
168312,4.785
168313,4.815
168314,4.845
168315,4.83
168316,4.79
168317,4.745
168318,4.745
168319,4.79
168320,4.84
168321,4.855
168322,4.825
168323,4.785
168324,4.765
168325,4.775
168326,4.805
168327,4.805
168328,4.79
168329,4.78
168330,4.765
168331,4.785
168332,4.815
168333,4.795
168334,4.765
168335,4.77
168336,4.79
168337,4.8
168338,4.815
168339,4.83
168340,4.835
168341,4.81
168342,4.78
168343,4.78
168344,4.805
168345,4.825
168346,4.815
168347,4.81
168348,4.8
168349,4.82
168350,4.83
168351,4.82
168352,4.805
168353,4.81
168354,4.82
168355,4.825
168356,4.83
168357,4.835
168358,4.84
168359,4.86
168360,4.85
168361,4.825
168362,4.82
168363,4.835
168364,4.805
168365,4.81
168366,4.81
168367,4.855
168368,4.865
168369,4.845
168370,4.845
168371,4.84
168372,4.845
168373,4.84
168374,4.855
168375,4.84
168376,4.825
168377,4.815
168378,4.82
168379,4.86
168380,4.89
168381,4.89
168382,4.86
168383,4.82
168384,4.8
168385,4.8
168386,4.81
168387,4.825
168388,4.815
168389,4.835
168390,4.87
168391,4.925
168392,4.93
168393,4.89
168394,4.855
168395,4.85
168396,4.84
168397,4.84
168398,4.84
168399,4.85
168400,4.865
168401,4.875
168402,4.835
168403,4.83
168404,4.84
168405,4.875
168406,4.92
168407,4.92
168408,4.895
168409,4.885
168410,4.875
168411,4.865
168412,4.84
168413,4.855
168414,4.855
168415,4.855
168416,4.88
168417,4.875
168418,4.86
168419,4.875
168420,4.86
168421,4.86
168422,4.87
168423,4.88
168424,4.875
168425,4.855
168426,4.835
168427,4.85
168428,4.87
168429,4.88
168430,4.89
168431,4.895
168432,4.9
168433,4.89
168434,4.89
168435,4.88
168436,4.895
168437,4.915
168438,4.93
168439,4.945
168440,4.95
168441,4.94
168442,4.93
168443,4.94
168444,4.94
168445,4.96
168446,4.975
168447,4.98
168448,4.995
168449,5.01
168450,5.035
168451,5.045
168452,5.05
168453,5.095
168454,5.11
168455,5.1
168456,5.105
168457,5.09
168458,5.105
168459,5.11
168460,5.12
168461,5.12
168462,5.08
168463,5.04
168464,5.0
168465,4.98
168466,4.98
168467,4.965
168468,4.93
168469,4.885
168470,4.87
168471,4.86
168472,4.865
168473,4.87
168474,4.86
168475,4.86
168476,4.88
168477,4.875
168478,4.86
168479,4.83
168480,4.82
168481,4.85
168482,4.89
168483,4.905
168484,4.905
168485,4.895
168486,4.865
168487,4.865
168488,4.88
168489,4.885
168490,4.875
168491,4.86
168492,4.85
168493,4.86
168494,4.89
168495,4.89
168496,4.905
168497,4.905
168498,4.89
168499,4.895
168500,4.905
168501,4.865
168502,4.86
168503,4.87
168504,4.89
168505,4.915
168506,4.94
168507,4.955
168508,4.995
168509,5.04
168510,5.13
168511,5.295
168512,5.47
168513,5.6
168514,5.625
168515,5.57
168516,5.585
168517,5.63
168518,5.675
168519,5.71
168520,5.76
168521,5.82
168522,5.87
168523,5.945
168524,5.98
168525,5.96
168526,5.89
168527,5.735
168528,5.535
168529,5.375
168530,5.25
168531,5.125
168532,4.965
168533,4.785
168534,4.635
168535,4.525
168536,4.495
168537,4.53
168538,4.555
168539,4.585
168540,4.62
168541,4.655
168542,4.685
168543,4.715
168544,4.725
168545,4.74
168546,4.73
168547,4.725
168548,4.715
168549,4.72
168550,4.725
168551,4.73
168552,4.73
168553,4.75
168554,4.74
168555,4.725
168556,4.72
168557,4.705
168558,4.7
168559,4.71
168560,4.715
168561,4.715
168562,4.71
168563,4.695
168564,4.69
168565,4.695
168566,4.71
168567,4.69
168568,4.685
168569,4.67
168570,4.66
168571,4.685
168572,4.7
168573,4.7
168574,4.695
168575,4.685
168576,4.675
168577,4.69
168578,4.68
168579,4.675
168580,4.675
168581,4.695
168582,4.7
168583,4.685
168584,4.695
168585,4.675
168586,4.655
168587,4.655
168588,4.665
168589,4.71
168590,4.72
168591,4.72
168592,4.71
168593,4.7
168594,4.685
168595,4.68
168596,4.695
168597,4.725
168598,4.725
168599,4.7
168600,4.695
168601,4.715
168602,4.735
168603,4.74
168604,4.71
168605,4.705
168606,4.71
168607,4.715
168608,4.735
168609,4.755
168610,4.765
168611,4.78
168612,4.78
168613,4.775
168614,4.765
168615,4.755
168616,4.755
168617,4.765
168618,4.78
168619,4.81
168620,4.805
168621,4.795
168622,4.795
168623,4.81
168624,4.825
168625,4.845
168626,4.875
168627,4.845
168628,4.84
168629,4.855
168630,4.87
168631,4.885
168632,4.88
168633,4.875
168634,4.875
168635,4.88
168636,4.89
168637,4.925
168638,4.945
168639,4.925
168640,4.885
168641,4.855
168642,4.87
168643,4.905
168644,4.95
168645,4.96
168646,4.935
168647,4.895
168648,4.875
168649,4.895
168650,4.935
168651,4.955
168652,4.95
168653,4.945
168654,4.935
168655,4.935
168656,4.915
168657,4.89
168658,4.885
168659,4.885
168660,4.885
168661,4.91
168662,4.915
168663,4.92
168664,4.91
168665,4.89
168666,4.87
168667,4.88
168668,4.9
168669,4.905
168670,4.89
168671,4.87
168672,4.86
168673,4.87
168674,4.88
168675,4.88
168676,4.88
168677,4.885
168678,4.87
168679,4.865
168680,4.865
168681,4.855
168682,4.855
168683,4.835
168684,4.85
168685,4.865
168686,4.885
168687,4.865
168688,4.85
168689,4.845
168690,4.84
168691,4.835
168692,4.825
168693,4.8
168694,4.79
168695,4.8
168696,4.805
168697,4.815
168698,4.825
168699,4.825
168700,4.81
168701,4.785
168702,4.76
168703,4.775
168704,4.79
168705,4.805
168706,4.8
168707,4.78
168708,4.76
168709,4.77
168710,4.775
168711,4.795
168712,4.81
168713,4.815
168714,4.815
168715,4.81
168716,4.79
168717,4.79
168718,4.775
168719,4.785
168720,4.785
168721,4.81
168722,4.82
168723,4.8
168724,4.79
168725,4.79
168726,4.815
168727,4.825
168728,4.825
168729,4.805
168730,4.82
168731,4.835
168732,4.83
168733,4.83
168734,4.845
168735,4.835
168736,4.84
168737,4.835
168738,4.825
168739,4.845
168740,4.84
168741,4.845
168742,4.85
168743,4.865
168744,4.87
168745,4.88
168746,4.875
168747,4.855
168748,4.845
168749,4.845
168750,4.85
168751,4.855
168752,4.86
168753,4.875
168754,4.88
168755,4.885
168756,4.885
168757,4.89
168758,4.895
168759,4.885
168760,4.875
168761,4.86
168762,4.845
168763,4.855
168764,4.875
168765,4.89
168766,4.9
168767,4.895
168768,4.89
168769,4.895
168770,4.91
168771,4.93
168772,4.935
168773,4.905
168774,4.89
168775,4.89
168776,4.905
168777,4.905
168778,4.9
168779,4.875
168780,4.87
168781,4.895
168782,4.93
168783,4.94
168784,4.945
168785,4.93
168786,4.925
168787,4.92
168788,4.945
168789,4.94
168790,4.91
168791,4.89
168792,4.88
168793,4.9
168794,4.935
168795,4.96
168796,4.965
168797,4.935
168798,4.9
168799,4.915
168800,4.92
168801,4.905
168802,4.915
168803,4.92
168804,4.93
168805,4.96
168806,4.98
168807,4.97
168808,4.955
168809,4.955
168810,4.98
168811,5.015
168812,5.04
168813,5.02
168814,4.98
168815,4.975
168816,4.99
168817,5.035
168818,5.06
168819,5.08
168820,5.085
168821,5.095
168822,5.125
168823,5.145
168824,5.145
168825,5.14
168826,5.14
168827,5.14
168828,5.13
168829,5.165
168830,5.19
168831,5.19
168832,5.19
168833,5.185
168834,5.18
168835,5.14
168836,5.09
168837,5.05
168838,5.015
